holiday,temp,clouds_all,weather_main,weekday,hour,month,hour_category
1,-4.92999999999995,90,4,1,18,12,2
1,-4.789999999999964,90,5,1,19,12,2
1,-4.789999999999964,90,4,1,19,12,2
1,-4.889999999999986,90,5,1,20,12,5
1,-4.889999999999986,90,5,1,21,12,5
1,-4.889999999999986,90,4,1,21,12,5
1,-4.889999999999986,90,5,1,22,12,5
1,-4.889999999999986,90,8,1,22,12,5
1,-4.789999999999964,90,5,1,23,12,5
1,-4.789999999999964,90,8,1,23,12,5
1,-4.759999999999991,90,8,2,0,12,3
1,-4.759999999999991,90,5,2,0,12,3
1,-4.849999999999966,90,5,2,1,12,3
1,-4.849999999999966,90,8,2,1,12,3
1,-4.7999999999999545,90,5,2,2,12,3
1,-4.7999999999999545,90,8,2,2,12,3
1,-5.0,90,5,2,3,12,3
1,-5.0,90,8,2,3,12,3
1,-5.029999999999973,90,5,2,4,12,1
1,-5.029999999999973,90,8,2,4,12,1
1,-4.889999999999986,90,5,2,5,12,1
1,-4.899999999999977,90,5,2,6,12,1
1,-4.92999999999995,90,5,2,7,12,1
1,-5.1299999999999955,90,5,2,8,12,4
1,-5.259999999999991,90,5,2,9,12,4
1,-5.259999999999991,90,8,2,9,12,4
1,-5.259999999999991,90,3,2,9,12,4
1,-5.069999999999993,90,5,2,10,12,4
1,-5.069999999999993,90,3,2,10,12,4
1,-4.599999999999966,90,5,2,11,12,4
1,-4.269999999999982,90,5,2,12,12,0
1,-3.8999999999999773,90,4,2,13,12,0
1,-3.8999999999999773,90,5,2,13,12,0
1,-4.019999999999982,90,4,2,14,12,0
1,-4.019999999999982,90,5,2,14,12,0
1,-3.9499999999999886,90,4,2,15,12,0
1,-3.9499999999999886,90,5,2,15,12,0
1,-3.9499999999999886,90,4,2,16,12,2
1,-3.9499999999999886,90,5,2,16,12,2
1,-3.9399999999999977,90,4,2,17,12,2
1,-3.9399999999999977,90,5,2,17,12,2
1,-3.9899999999999523,90,4,2,18,12,2
1,-3.9899999999999523,90,5,2,18,12,2
1,-3.9399999999999977,90,4,2,19,12,2
1,-3.9399999999999977,90,5,2,19,12,2
1,-3.7999999999999545,90,4,2,20,12,5
1,-3.7999999999999545,90,5,2,20,12,5
1,-3.569999999999993,90,5,2,21,12,5
1,-3.569999999999993,90,4,2,21,12,5
1,-3.569999999999993,90,8,2,21,12,5
1,-3.1999999999999886,90,4,2,22,12,5
1,-3.1999999999999886,90,5,2,22,12,5
1,-3.0600000000000023,90,8,2,23,12,5
1,-3.0600000000000023,90,5,2,23,12,5
1,-2.589999999999975,90,5,3,0,12,3
1,-2.089999999999975,90,5,3,1,12,3
1,-1.7099999999999795,90,5,3,2,12,3
1,-1.579999999999984,90,5,3,3,12,3
1,-1.7199999999999704,90,5,3,4,12,1
1,-1.8100000000000023,90,1,3,5,12,1
1,-2.5399999999999636,90,5,3,6,12,1
1,-2.8700000000000045,90,5,3,7,12,1
1,-2.9799999999999613,90,5,3,8,12,4
1,-2.9799999999999613,90,4,3,8,12,4
1,-3.409999999999968,75,5,3,9,12,4
1,-3.409999999999968,75,4,3,9,12,4
1,-3.1399999999999864,90,5,3,10,12,4
1,-2.5299999999999727,90,4,3,11,12,4
1,-2.5299999999999727,90,5,3,11,12,4
1,-1.7399999999999523,75,5,3,12,12,0
1,-0.14999999999997726,78,1,3,13,12,0
1,-0.7199999999999704,75,4,3,15,12,0
1,-1.5499999999999545,90,5,3,16,12,2
1,-2.0600000000000023,90,5,3,17,12,2
1,-2.25,90,1,3,18,12,2
1,-2.42999999999995,90,5,3,19,12,2
1,-2.259999999999991,90,1,3,20,12,5
1,-2.6299999999999955,90,8,3,21,12,5
1,-2.6299999999999955,90,5,3,21,12,5
1,-3.359999999999957,90,8,3,22,12,5
1,-3.359999999999957,90,5,3,22,12,5
1,-3.659999999999968,90,1,3,23,12,5
1,-4.229999999999961,90,1,4,0,12,3
1,-4.739999999999952,90,8,4,1,12,3
1,-4.739999999999952,90,4,4,1,12,3
1,-5.159999999999968,90,8,4,2,12,3
1,-5.159999999999968,90,5,4,2,12,3
1,-5.5,90,8,4,3,12,3
1,-5.5,90,5,4,3,12,3
1,-5.589999999999975,90,8,4,4,12,1
1,-5.589999999999975,90,5,4,4,12,1
1,-5.589999999999975,90,4,4,4,12,1
1,-5.589999999999975,90,8,4,5,12,1
1,-5.589999999999975,90,5,4,5,12,1
1,-5.589999999999975,90,4,4,5,12,1
1,-5.819999999999993,90,8,4,6,12,1
1,-5.819999999999993,90,5,4,6,12,1
1,-5.839999999999975,90,8,4,7,12,1
1,-5.839999999999975,90,5,4,7,12,1
1,-5.699999999999989,90,8,4,8,12,4
1,-5.699999999999989,90,5,4,8,12,4
1,-5.699999999999989,90,4,4,8,12,4
1,-5.279999999999973,90,8,4,9,12,4
1,-5.279999999999973,90,5,4,9,12,4
1,-4.759999999999991,90,8,4,10,12,4
1,-4.759999999999991,90,5,4,10,12,4
1,-4.759999999999991,90,4,4,10,12,4
1,-4.329999999999984,90,4,4,11,12,4
1,-3.5499999999999545,90,1,4,13,12,0
1,-3.769999999999982,90,1,4,14,12,0
1,-4.269999999999982,75,1,4,15,12,0
1,-5.1200000000000045,75,1,4,16,12,2
1,-6.42999999999995,40,1,4,17,12,2
1,-7.21999999999997,40,1,4,18,12,2
1,-7.639999999999986,20,1,4,19,12,2
1,-8.620000000000005,75,1,4,20,12,5
1,-9.739999999999952,20,1,4,21,12,5
1,-10.560000000000002,20,1,4,22,12,5
1,-11.0,20,1,4,23,12,5
1,-11.42999999999995,1,0,5,0,12,3
1,-11.979999999999961,1,0,5,1,12,3
1,-12.289999999999964,1,0,5,2,12,3
1,-12.70999999999998,1,0,5,3,12,3
1,-12.95999999999998,1,0,5,4,12,1
1,-13.409999999999968,1,0,5,5,12,1
1,-13.67999999999995,1,0,5,6,12,1
1,-14.120000000000005,1,0,5,7,12,1
1,-14.120000000000005,1,0,5,8,12,4
1,-13.449999999999989,1,0,5,9,12,4
1,-11.939999999999998,1,0,5,10,12,4
1,-10.579999999999984,1,0,5,11,12,4
1,-9.399999999999977,1,0,5,12,12,0
1,-8.45999999999998,1,0,5,13,12,0
1,-7.639999999999986,1,0,5,14,12,0
1,-7.819999999999993,1,0,5,15,12,0
1,-8.329999999999984,1,0,5,16,12,2
1,-9.71999999999997,20,1,5,17,12,2
1,-10.70999999999998,20,1,5,18,12,2
1,-11.529999999999973,20,1,5,19,12,2
1,-11.839999999999975,1,0,5,20,12,5
1,-12.70999999999998,1,0,5,21,12,5
1,-12.45999999999998,1,0,5,22,12,5
1,-12.75,20,1,5,23,12,5
1,-13.20999999999998,1,0,6,0,12,3
1,-13.45999999999998,1,0,6,1,12,3
1,-13.5,20,1,6,2,12,3
1,-12.909999999999968,20,1,6,4,12,1
1,-12.409999999999968,20,5,6,5,12,1
1,-11.649999999999977,20,1,6,6,12,1
1,-11.75,40,1,6,7,12,1
1,-11.579999999999984,75,1,6,8,12,4
1,-10.159999999999968,75,1,6,9,12,4
1,-7.859999999999957,40,1,6,10,12,4
1,-6.259999999999991,75,1,6,11,12,4
1,-4.949999999999989,75,1,6,12,12,0
1,-3.9799999999999613,20,1,6,13,12,0
1,-3.6200000000000045,1,0,6,14,12,0
1,-3.7299999999999613,1,0,6,15,12,0
1,-4.289999999999964,1,0,6,16,12,2
1,-5.289999999999964,1,0,6,17,12,2
1,-6.539999999999964,1,0,6,18,12,2
1,-7.389999999999986,1,0,6,19,12,2
1,-8.0,1,0,6,20,12,5
1,-7.819999999999993,1,0,6,21,12,5
1,-8.120000000000005,1,0,6,22,12,5
1,-8.060000000000002,20,8,6,23,12,5
1,-8.379999999999995,90,1,0,0,12,3
1,-8.689999999999998,90,1,0,1,12,3
1,-9.389999999999986,90,1,0,2,12,3
1,-10.549999999999955,90,1,0,3,12,3
1,-11.370000000000005,40,1,0,4,12,1
1,-11.839999999999975,75,1,0,5,12,1
1,-12.310000000000002,75,1,0,6,12,1
1,-12.649999999999977,75,1,0,7,12,1
1,-13.139999999999986,75,1,0,8,12,4
1,-12.310000000000002,75,1,0,9,12,4
1,-11.149999999999977,75,1,0,10,12,4
1,-10.769999999999982,1,0,0,11,12,4
1,-9.279999999999973,90,1,0,12,12,0
1,-8.539999999999964,90,1,0,13,12,0
1,-7.739999999999952,75,1,0,14,12,0
1,-7.67999999999995,75,1,0,15,12,0
1,-7.689999999999998,75,1,0,16,12,2
1,-8.389999999999986,75,1,0,17,12,2
1,-9.0,75,1,0,18,12,2
1,-9.339999999999975,75,1,0,19,12,2
1,-9.829999999999984,75,1,0,20,12,5
1,-9.620000000000005,75,1,0,21,12,5
1,-9.370000000000005,75,1,0,22,12,5
1,-9.029999999999973,75,1,0,23,12,5
1,-8.75,90,1,1,0,12,3
1,-8.629999999999995,90,1,1,1,12,3
1,-8.729999999999961,90,1,1,2,12,3
1,-8.839999999999975,90,1,1,3,12,3
1,-8.839999999999975,90,8,1,4,12,1
1,-9.239999999999952,90,8,1,5,12,1
1,-9.45999999999998,90,8,1,6,12,1
1,-9.699999999999989,90,8,1,7,12,1
1,-9.699999999999989,90,5,1,7,12,1
1,-9.810000000000002,90,8,1,8,12,4
1,-9.949999999999989,90,8,1,9,12,4
1,-9.889999999999986,75,1,1,10,12,4
1,-9.120000000000005,40,1,1,11,12,4
1,-8.939999999999998,75,1,1,12,12,0
1,-9.029999999999973,20,1,1,13,12,0
1,-9.039999999999964,1,0,1,14,12,0
1,-9.399999999999977,1,0,1,15,12,0
1,-9.899999999999977,1,0,1,16,12,2
1,-12.359999999999957,1,0,1,17,12,2
1,-12.639999999999986,1,0,1,18,12,2
1,-13.46999999999997,1,0,1,19,12,2
1,-13.579999999999984,1,0,1,20,12,5
1,-14.329999999999984,1,0,1,21,12,5
1,-14.699999999999989,1,0,1,22,12,5
1,-14.919999999999959,1,0,1,23,12,5
1,-15.42999999999995,1,0,2,0,12,3
1,-16.17999999999995,1,0,2,1,12,3
1,-16.92999999999995,1,0,2,2,12,3
1,-17.24999999999997,1,0,2,3,12,3
1,-17.649999999999977,1,0,2,4,12,1
1,-18.24999999999997,1,0,2,5,12,1
1,-18.569999999999965,1,0,2,6,12,1
1,-18.799999999999983,1,0,2,7,12,1
1,-19.279999999999973,20,1,2,8,12,4
1,-18.309999999999974,20,1,2,9,12,4
1,-17.299999999999983,20,1,2,10,12,4
1,-16.75,1,0,2,11,12,4
1,-15.049999999999955,89,1,2,12,12,0
1,-14.21999999999997,1,0,2,13,12,0
1,-13.849999999999966,1,0,2,14,12,0
1,-13.799999999999955,1,0,2,15,12,0
1,-13.17999999999995,40,1,2,16,12,2
1,-14.229999999999961,20,1,2,17,12,2
1,-15.149999999999977,40,1,2,18,12,2
1,-15.199999999999989,20,1,2,19,12,2
1,-15.689999999999998,75,1,2,20,12,5
1,-15.659999999999968,75,1,2,21,12,5
1,-16.25,90,1,2,22,12,5
1,-16.370000000000005,75,1,2,23,12,5
1,-17.319999999999965,36,1,3,0,12,3
1,-16.879999999999995,75,1,3,1,12,3
1,-16.579999999999984,75,1,3,2,12,3
1,-16.029999999999973,75,1,3,3,12,3
1,-15.829999999999984,90,1,3,4,12,1
1,-15.579999999999984,90,1,3,5,12,1
1,-15.319999999999993,90,1,3,6,12,1
1,-14.859999999999957,90,1,3,7,12,1
1,-14.759999999999991,90,1,3,8,12,4
1,-14.259999999999991,90,1,3,9,12,4
1,-14.049999999999955,75,1,3,10,12,4
1,-12.479999999999961,1,0,3,11,12,4
1,-10.419999999999959,40,1,3,12,12,0
1,-9.339999999999975,20,1,3,13,12,0
1,-8.789999999999964,40,1,3,14,12,0
1,-8.529999999999973,40,1,3,15,12,0
1,-8.979999999999961,1,0,3,16,12,2
1,-10.289999999999964,1,0,3,17,12,2
1,-11.45999999999998,1,0,3,18,12,2
1,-12.189999999999998,1,0,3,19,12,2
1,-12.569999999999993,1,0,3,20,12,5
1,-12.310000000000002,40,1,3,21,12,5
1,-12.359999999999957,75,1,3,22,12,5
1,-13.620000000000005,40,1,3,23,12,5
1,-13.769999999999982,20,1,4,0,12,3
1,-14.870000000000005,40,1,4,1,12,3
1,-14.810000000000002,40,1,4,2,12,3
1,-14.20999999999998,75,1,4,3,12,3
1,-14.089999999999975,75,1,4,4,12,1
1,-13.659999999999968,75,1,4,5,12,1
1,-13.229999999999961,90,1,4,6,12,1
1,-13.199999999999989,75,1,4,7,12,1
1,-13.339999999999975,75,1,4,8,12,4
1,-12.789999999999964,92,1,4,9,12,4
1,-11.239999999999952,75,1,4,10,12,4
1,-9.599999999999966,75,1,4,11,12,4
1,-7.3700000000000045,90,1,4,13,12,0
1,-7.009999999999991,90,1,4,14,12,0
1,-7.21999999999997,90,8,4,15,12,0
1,-7.21999999999997,90,4,4,15,12,0
1,-6.989999999999952,90,8,4,16,12,2
1,-6.989999999999952,90,5,4,16,12,2
1,-7.17999999999995,90,8,4,17,12,2
1,-7.17999999999995,90,5,4,17,12,2
1,-7.169999999999959,90,8,4,18,12,2
1,-7.169999999999959,90,5,4,18,12,2
1,-7.229999999999961,90,8,4,19,12,2
1,-7.229999999999961,90,5,4,19,12,2
1,-7.229999999999961,90,8,4,20,12,5
1,-7.229999999999961,90,5,4,20,12,5
1,-7.229999999999961,90,8,4,21,12,5
1,-7.229999999999961,90,5,4,21,12,5
1,-7.329999999999984,90,8,4,22,12,5
1,-7.329999999999984,90,5,4,22,12,5
1,-7.419999999999959,90,8,4,23,12,5
1,-7.419999999999959,90,5,4,23,12,5
1,-7.529999999999973,90,8,5,0,12,3
1,-7.529999999999973,90,5,5,0,12,3
1,-7.589999999999975,90,8,5,1,12,3
1,-7.589999999999975,90,5,5,1,12,3
1,-7.8799999999999955,90,8,5,2,12,3
1,-7.8799999999999955,90,5,5,2,12,3
1,-7.6299999999999955,90,8,5,3,12,3
1,-7.6299999999999955,90,5,5,3,12,3
1,-7.529999999999973,90,8,5,4,12,1
1,-7.529999999999973,90,5,5,4,12,1
1,-7.639999999999986,90,8,5,5,12,1
1,-7.639999999999986,90,5,5,5,12,1
1,-7.829999999999984,90,8,5,6,12,1
1,-8.009999999999991,90,8,5,7,12,1
1,-8.009999999999991,90,5,5,7,12,1
1,-7.9599999999999795,90,8,5,8,12,4
1,-7.9599999999999795,90,5,5,8,12,4
1,-7.639999999999986,90,8,5,9,12,4
1,-7.639999999999986,90,5,5,9,12,4
1,-7.279999999999973,90,8,5,10,12,4
1,-7.279999999999973,90,5,5,10,12,4
1,-6.46999999999997,90,8,5,11,12,4
1,-6.46999999999997,90,5,5,11,12,4
1,-5.339999999999975,75,8,5,12,12,0
1,-4.8799999999999955,90,8,5,13,12,0
1,-4.569999999999993,90,8,5,14,12,0
1,-4.569999999999993,90,4,5,14,12,0
1,-4.810000000000002,75,8,5,15,12,0
1,-4.810000000000002,75,4,5,15,12,0
1,-5.279999999999973,75,8,5,16,12,2
1,-5.279999999999973,75,4,5,16,12,2
1,-6.42999999999995,75,8,5,17,12,2
1,-7.5499999999999545,75,8,5,18,12,2
1,-8.589999999999975,90,5,5,19,12,2
1,-8.589999999999975,90,8,5,19,12,2
1,-9.519999999999982,40,8,5,20,12,5
1,-9.519999999999982,40,5,5,20,12,5
1,-10.419999999999959,20,5,5,21,12,5
1,-10.419999999999959,20,8,5,21,12,5
1,-10.079999999999984,40,5,5,22,12,5
1,-10.259999999999991,20,5,5,23,12,5
1,-9.70999999999998,75,1,6,0,12,3
1,-8.699999999999989,90,1,6,1,12,3
1,-8.389999999999986,90,8,6,2,12,3
1,-8.159999999999968,90,8,6,3,12,3
1,-8.449999999999989,90,8,6,4,12,1
1,-8.629999999999995,90,8,6,5,12,1
1,-8.829999999999984,90,1,6,6,12,1
1,-10.870000000000005,90,8,6,8,12,4
1,-10.870000000000005,90,5,6,8,12,4
1,-12.139999999999986,17,1,6,9,12,4
1,-10.96999999999997,90,5,6,10,12,4
1,-10.96999999999997,90,8,6,10,12,4
1,-10.279999999999973,90,8,6,11,12,4
1,-10.279999999999973,90,5,6,11,12,4
1,-9.769999999999982,40,4,6,12,12,0
1,-9.769999999999982,40,8,6,12,12,0
1,-9.149999999999977,40,4,6,13,12,0
1,-9.149999999999977,40,8,6,13,12,0
1,-8.95999999999998,40,8,6,14,12,0
1,-9.279999999999973,40,8,6,15,12,0
1,-10.039999999999964,90,8,6,16,12,2
1,-10.839999999999975,90,1,6,17,12,2
1,-12.319999999999993,40,1,6,18,12,2
1,-13.239999999999952,1,0,6,19,12,2
1,-14.139999999999986,1,0,6,20,12,5
1,-14.96999999999997,1,5,6,21,12,5
1,-15.519999999999982,1,4,6,22,12,5
1,-16.45999999999998,1,0,6,23,12,5
1,-14.449999999999989,20,1,0,1,12,3
1,-14.449999999999989,20,1,0,2,12,3
1,-17.579999999999984,1,5,0,3,12,3
1,-17.42999999999998,75,5,0,4,12,1
1,-17.049999999999955,75,5,0,5,12,1
1,-17.099999999999966,20,5,0,6,12,1
1,-17.099999999999966,20,4,0,6,12,1
1,-17.359999999999985,20,5,0,7,12,1
1,-17.23999999999998,20,5,0,8,12,4
1,-17.23999999999998,20,4,0,8,12,4
1,-15.609999999999957,20,5,0,9,12,4
1,-13.379999999999995,20,5,0,10,12,4
1,-11.009999999999991,40,1,0,11,12,4
1,-9.169999999999959,75,4,0,12,12,0
1,-7.589999999999975,75,1,0,13,12,0
1,-6.5,75,1,0,14,12,0
1,-6.139999999999986,90,1,0,15,12,0
1,-5.939999999999998,1,0,0,16,12,2
1,-7.079999999999984,1,0,0,17,12,2
1,-7.96999999999997,75,1,0,18,12,2
1,-7.4599999999999795,75,1,0,19,12,2
1,-6.96999999999997,40,1,0,20,12,5
1,-7.949999999999989,40,1,0,21,12,5
1,-8.569999999999993,40,5,0,22,12,5
1,-8.42999999999995,20,1,0,23,12,5
1,-9.659999999999968,58,1,1,0,1,3
1,-9.370000000000005,40,1,1,1,1,3
1,-8.989999999999952,75,8,1,2,1,3
1,-9.199999999999989,90,1,1,3,1,3
1,-9.5,90,1,1,4,1,1
1,-10.75,40,8,1,5,1,1
1,-11.729999999999961,20,1,1,6,1,1
1,-12.489999999999952,1,0,1,7,1,1
1,-12.859999999999957,20,1,1,8,1,4
1,-12.95999999999998,20,1,1,9,1,4
1,-12.95999999999998,1,0,1,10,1,4
1,-12.659999999999968,20,1,1,11,1,4
1,-12.049999999999955,20,1,1,12,1,0
1,-11.599999999999966,20,1,1,13,1,0
1,-11.5,20,1,1,14,1,0
1,-11.609999999999957,1,0,1,15,1,0
1,-12.620000000000005,20,1,1,16,1,2
1,-13.979999999999961,20,1,1,17,1,2
1,-14.649999999999977,1,0,1,18,1,2
1,-15.759999999999991,1,0,1,19,1,2
1,-16.489999999999952,1,0,1,20,1,5
1,-17.159999999999968,1,0,1,21,1,5
1,-18.019999999999982,1,0,1,22,1,5
1,-18.669999999999987,1,0,1,23,1,5
1,-18.75999999999999,1,0,2,0,1,3
1,-19.25999999999999,1,0,2,1,1,3
1,-20.169999999999987,1,5,2,2,1,3
1,-20.569999999999965,1,0,2,3,1,3
1,-21.00999999999999,1,0,2,4,1,1
1,-22.44999999999999,1,0,2,5,1,1
1,-22.829999999999984,1,0,2,6,1,1
1,-22.049999999999983,1,0,2,7,1,1
1,-21.279999999999973,20,1,2,8,1,4
1,-20.309999999999974,40,4,2,9,1,4
1,-17.769999999999982,20,4,2,10,1,4
1,-15.739999999999952,75,8,2,11,1,4
1,-13.689999999999998,90,1,2,12,1,0
1,-12.529999999999973,90,1,2,13,1,0
1,-12.019999999999982,90,8,2,14,1,0
1,-11.539999999999964,90,8,2,15,1,0
1,-11.539999999999964,90,5,2,15,1,0
1,-10.96999999999997,90,8,2,16,1,2
1,-10.96999999999997,90,4,2,16,1,2
1,-10.609999999999957,90,8,2,17,1,2
1,-10.609999999999957,90,4,2,17,1,2
1,-9.839999999999975,90,8,2,18,1,2
1,-9.019999999999982,90,1,2,19,1,2
1,-8.529999999999973,90,1,2,20,1,5
1,-7.859999999999957,90,1,2,21,1,5
1,-7.339999999999975,90,1,2,22,1,5
1,-7.0499999999999545,90,1,2,23,1,5
1,-14.359999999999957,63,1,3,1,1,3
1,-14.359999999999957,63,1,3,2,1,3
1,-14.359999999999957,63,1,3,4,1,1
1,-14.359999999999957,63,1,3,5,1,1
1,-14.359999999999957,63,1,3,6,1,1
1,-10.620000000000005,99,1,3,7,1,1
1,-9.21999999999997,90,8,3,9,1,4
1,-9.21999999999997,90,5,3,9,1,4
1,-9.21999999999997,90,3,3,9,1,4
1,-9.199999999999989,90,8,3,10,1,4
1,-9.199999999999989,90,5,3,10,1,4
1,-8.949999999999989,90,8,3,11,1,4
1,-8.949999999999989,90,5,3,11,1,4
1,-8.339999999999975,90,8,3,12,1,0
1,-8.339999999999975,90,5,3,12,1,0
1,-8.17999999999995,90,8,3,13,1,0
1,-8.17999999999995,90,5,3,13,1,0
1,-8.17999999999995,90,4,3,13,1,0
1,-7.92999999999995,90,8,3,14,1,0
1,-7.92999999999995,90,5,3,14,1,0
1,-7.92999999999995,90,4,3,14,1,0
1,-7.819999999999993,90,8,3,15,1,0
1,-7.819999999999993,90,5,3,15,1,0
1,-7.989999999999952,90,8,3,16,1,2
1,-7.989999999999952,90,5,3,16,1,2
1,-7.989999999999952,90,5,3,17,1,2
1,-7.779999999999973,90,5,3,18,1,2
1,-7.779999999999973,90,4,3,18,1,2
1,-7.67999999999995,90,5,3,19,1,2
1,-7.67999999999995,90,8,3,19,1,2
1,-7.42999999999995,90,5,3,20,1,5
1,-7.42999999999995,90,8,3,20,1,5
1,-7.42999999999995,90,4,3,20,1,5
1,-7.060000000000002,90,5,3,21,1,5
1,-7.060000000000002,90,4,3,21,1,5
1,-7.060000000000002,90,8,3,21,1,5
1,-6.739999999999952,90,5,3,22,1,5
1,-6.739999999999952,90,8,3,22,1,5
1,-6.739999999999952,90,4,3,22,1,5
1,-6.3700000000000045,90,5,3,23,1,5
1,-6.3700000000000045,90,4,3,23,1,5
1,-6.3700000000000045,90,8,3,23,1,5
1,-6.810000000000002,90,5,4,0,1,3
1,-6.810000000000002,90,8,4,0,1,3
1,-7.21999999999997,90,8,4,1,1,3
1,-7.6299999999999955,90,8,4,2,1,3
1,-7.6299999999999955,90,5,4,2,1,3
1,-8.299999999999955,90,8,4,3,1,3
1,-8.299999999999955,90,5,4,3,1,3
1,-8.659999999999968,90,4,4,4,1,1
1,-9.549999999999955,90,4,4,5,1,1
1,-10.129999999999995,90,4,4,6,1,1
1,-10.129999999999995,90,8,4,6,1,1
1,-10.689999999999998,90,8,4,7,1,1
1,-11.349999999999966,90,8,4,8,1,4
1,-11.25,90,8,4,9,1,4
1,-11.25,90,5,4,9,1,4
1,-11.549999999999955,90,8,4,10,1,4
1,-11.549999999999955,90,5,4,10,1,4
1,-11.439999999999998,90,8,4,11,1,4
1,-11.439999999999998,90,5,4,11,1,4
1,-11.039999999999964,40,8,4,12,1,0
1,-10.729999999999961,1,0,4,13,1,0
1,-10.549999999999955,1,0,4,14,1,0
1,-10.20999999999998,1,0,4,15,1,0
1,-10.46999999999997,1,0,4,16,1,2
1,-11.269999999999982,1,0,4,17,1,2
1,-11.919999999999959,1,0,4,18,1,2
1,-12.229999999999961,1,0,4,19,1,2
1,-11.659999999999968,1,0,4,20,1,5
1,-10.889999999999986,1,0,4,21,1,5
1,-10.329999999999984,1,0,4,22,1,5
1,-9.70999999999998,1,0,4,23,1,5
1,-7.4599999999999795,1,0,5,4,1,1
1,-7.4599999999999795,1,0,5,5,1,1
1,-7.779999999999973,1,0,5,7,1,1
1,-7.71999999999997,1,0,5,8,1,4
1,-6.859999999999957,1,0,5,9,1,4
1,-5.739999999999952,1,0,5,10,1,4
1,-4.149999999999977,1,0,5,11,1,4
1,-2.9799999999999613,1,0,5,12,1,0
1,-2.169999999999959,1,0,5,13,1,0
1,-1.8199999999999932,1,0,5,14,1,0
1,-1.589999999999975,1,0,5,15,1,0
1,-2.4499999999999886,20,1,5,16,1,2
1,-3.9799999999999613,20,1,5,17,1,2
1,-5.769999999999982,20,1,5,18,1,2
1,-7.329999999999984,20,1,5,19,1,2
1,-8.659999999999968,1,0,5,20,1,5
1,-9.0,1,0,5,21,1,5
1,-9.279999999999973,20,1,5,22,1,5
1,-10.729999999999961,1,0,5,23,1,5
1,-10.789999999999964,1,0,6,0,1,3
1,-11.370000000000005,1,0,6,1,1,3
1,-11.349999999999966,1,5,6,2,1,3
1,-11.120000000000005,1,0,6,3,1,3
1,-12.060000000000002,1,5,6,4,1,1
1,-12.939999999999998,1,5,6,5,1,1
1,-12.439999999999998,1,5,6,6,1,1
1,-12.370000000000005,1,5,6,7,1,1
1,-12.46999999999997,1,5,6,8,1,4
1,-11.789999999999964,20,5,6,9,1,4
1,-9.299999999999955,1,5,6,10,1,4
1,-9.299999999999955,1,4,6,10,1,4
1,-8.029999999999973,1,4,6,11,1,4
1,-8.029999999999973,1,5,6,11,1,4
1,-6.659999999999968,1,4,6,12,1,0
1,-5.439999999999998,20,4,6,13,1,0
1,-4.849999999999966,20,4,6,14,1,0
1,-4.649999999999977,40,4,6,15,1,0
1,-5.259999999999991,40,4,6,16,1,2
1,-5.989999999999952,1,0,6,17,1,2
1,-7.17999999999995,75,1,6,18,1,2
1,-7.25,75,1,6,19,1,2
1,-8.060000000000002,75,1,6,20,1,5
1,-8.370000000000005,75,5,6,21,1,5
1,-8.370000000000005,75,4,6,21,1,5
1,-8.109999999999957,75,5,6,22,1,5
1,-8.109999999999957,75,4,6,22,1,5
1,-7.810000000000002,90,4,6,23,1,5
1,-8.099999999999966,90,4,0,0,1,3
1,-8.620000000000005,40,4,0,1,1,3
1,-9.079999999999984,1,0,0,2,1,3
1,-9.239999999999952,40,1,0,3,1,3
1,-8.909999999999968,75,1,0,4,1,1
1,-9.45999999999998,75,1,0,5,1,1
1,-10.849999999999966,20,1,0,6,1,1
1,-11.549999999999955,20,1,0,7,1,1
1,-12.359999999999957,1,0,0,8,1,4
1,-11.20999999999998,1,0,0,9,1,4
1,-9.569999999999993,1,0,0,10,1,4
1,-8.189999999999998,1,0,0,11,1,4
1,-7.21999999999997,20,1,0,12,1,0
1,-6.439999999999998,20,1,0,13,1,0
1,-5.989999999999952,20,1,0,14,1,0
1,-6.0,20,1,0,15,1,0
1,-6.669999999999959,40,1,0,16,1,2
1,-7.92999999999995,40,1,0,17,1,2
1,-9.089999999999975,20,1,0,18,1,2
1,-9.70999999999998,20,1,0,19,1,2
1,-10.019999999999982,20,1,0,20,1,5
1,-10.069999999999993,20,1,0,21,1,5
1,-9.269999999999982,75,1,0,22,1,5
1,-8.659999999999968,40,1,0,23,1,5
1,-7.739999999999952,75,1,1,0,1,3
1,-6.109999999999957,90,1,1,1,1,3
1,-4.3799999999999955,90,1,1,2,1,3
1,-3.349999999999966,75,1,1,3,1,3
1,-2.4699999999999704,75,1,1,4,1,1
1,-2.3100000000000023,40,1,1,5,1,1
1,-2.409999999999968,40,1,1,6,1,1
1,-2.829999999999984,75,1,1,7,1,1
1,-2.92999999999995,75,1,1,8,1,4
1,-2.8799999999999955,75,1,1,9,1,4
1,-1.7199999999999704,75,1,1,10,1,4
1,-1.1499999999999773,75,1,1,11,1,4
1,-0.0999999999999659,75,1,1,12,1,0
1,1.0300000000000296,40,1,1,13,1,0
1,1.2300000000000182,40,1,1,16,1,2
1,0.29000000000002046,40,1,1,17,1,2
1,-0.9199999999999591,40,1,1,18,1,2
1,-1.3599999999999568,40,1,1,19,1,2
1,-2.169999999999959,20,1,1,20,1,5
1,-2.75,40,1,1,21,1,5
1,-3.3999999999999773,75,1,1,22,1,5
1,-3.7199999999999704,75,5,1,23,1,5
1,-4.889999999999986,20,5,2,0,1,3
1,-6.479999999999961,40,5,2,1,1,3
